fixed acidity	volatile acidity	citric acid	residual sugar
6	0.555	0.26	4.5
5.9	0.22	0.45	22.6
6.4	0.32	0.26	7.9
6.2	0.3	0.33	3.5
5.8	0.28	0.18	1.2
5.8	0.555	0.26	4.5
6.7	0.31	0.33	2
6.4	0.15	0.25	7.8
6.4	0.13	0.28	0.9
6.7	0.48	0.49	2.9
6.7	0.48	0.49	2.9
5.8	0.3	0.33	3.5
6.1	0.28	0.23	4.2
6	0.19	0.37	9.7
6.8	0.31	0.25	10.5
7.5	0.24	0.29	1.1
6.8	0.23	0.39	16.1
7.5	0.24	0.29	1.1
6.3	0.29	0.3	8.1
6.8	0.2	0.25	6.2
5.2	0.38	0.26	7.7
7.8	0.27	0.33	2.4
6.6	0.54	0.21	16.3
7.1	0.25	0.31	2.3
5.8	0.61	0.01	8.4
6.5	0.32	0.23	8.5
6.4	0.28	0.23	6
6.6	0.19	0.28	1.1
5.1	0.305	0.13	1.75
5.8	0.26	0.3	2.6
6.7	0.23	0.17	1.3
6.8	0.33	0.3	2.1
6.1	0.27	0.32	1.1
6.1	0.27	0.32	1.1
6.8	0.4	0.29	2.8
6.1	0.4	0.18	9
7.1	0.28	0.26	2.8
6.2	0.32	0.32	2.2
6.8	0.17	0.17	5.1
9	0.2	0.33	3.5
5.8	0.13	0.22	12.7
5.8	0.31	0.31	7.5
6.3	0.36	0.2	2
9	0.2	0.33	3.5
6.7	0.18	0.25	14.3
6.6	0.16	0.25	9.8
5.8	0.13	0.22	12.7
5.8	0.27	0.22	12.7
6.8	0.17	0.17	5.1
6.4	0.37	0.19	3.5
7.3	0.26	0.53	12.7
7.3	0.28	0.54	12.9
7.3	0.28	0.54	12.9
5.8	0.12	0.21	1.3
6.1	0.25	0.18	10.5
6.4	0.24	0.27	1.5
7.3	0.26	0.53	12.7
7.3	0.28	0.54	12.9
8.3	0.18	0.37	1.2
7.1	0.09	0.3	6.2
8.3	0.14	0.36	8.8
5.8	0.28	0.3	3.9
6	0.23	0.34	1.3
6.9	0.28	0.37	9.1
6.9	0.28	0.37	9.1
5.8	0.28	0.3	3.9
6.3	0.25	0.53	1.8
6.5	0.2	0.31	2.1
5.9	0.29	0.32	1.4
6.4	0.46	0.22	14.7
6.9	0.28	0.37	9.1
6.8	0.23	0.33	1.9
7	0.23	0.32	1.8
6.4	0.55	0.26	9.6
5.7	0.28	0.3	3.9
6	0.23	0.34	1.3
6.8	0.45	0.3	11.8
6.1	0.2	0.4	1.9
6.1	0.37	0.46	12
5.9	0.21	0.23	7.9
6.9	0.22	0.32	9.3
5.4	0.27	0.22	4.6
6	0.26	0.26	2.2
5.6	0.18	0.3	10.2
5.6	0.26	0.27	10.6
7	0.23	0.35	1.4
5.8	0.28	0.66	9.1
8.6	0.36	0.26	11.1
5.8	0.28	0.66	9.1
6.4	0.3	0.27	4.4
6.2	0.2	0.32	2.8
5.8	0.29	0.15	1.1
5.7	0.22	0.28	1.3
5.6	0.22	0.32	1.2
6.8	0.32	0.23	3.3
6.2	0.2	0.26	9.7
6.1	0.35	0.24	2.3
5.9	0.3	0.29	1.1
6.3	0.15	0.34	11.4
4.8	0.13	0.32	1.2
6	0.2	0.26	14.7
5.7	0.2	0.24	13.8
6	0.27	0.26	1.3
6.3	0.37	0.51	6.3
6.4	0.23	0.37	7.9
5.9	0.34	0.25	2
5	0.33	0.23	11.8
5.4	0.29	0.38	1.2
8	0.33	0.35	10
6.4	0.3	0.33	5.2
5.4	0.29	0.38	1.2
6.4	0.33	0.3	7.2
7	0.33	0.78	9.9
6.7	0.45	0.3	5.3
6.5	0.36	0.31	13.55
5.8	0.42	0.3	2.2
7.1	0.39	0.3	9.9
6.7	0.53	0.29	4.3
6.7	0.66	0	13
6.5	0.36	0.31	13.55
6.5	0.16	0.33	1
8.3	0.22	0.34	1.1
6.9	0.23	0.35	6.9
6.4	0.17	0.34	13.4
5	0.33	0.18	4.6
6.8	0.38	0.29	9.9
6.5	0.29	0.32	3
6.9	0.29	0.32	5.8
6.6	0.28	0.3	12.9
6.2	0.36	0.27	3.2
6	0.615	0.04	0.8
5.9	0.44	0.36	2.5
5.9	0.42	0.36	2.4
5.8	0.34	0.21	7.2
5.8	0.27	0.2	7.3
7.1	0.33	0.18	6.3
6.1	0.44	0.28	4.25
7.3	0.28	0.37	1.2
5.2	0.5	0.18	2
6.1	0.44	0.28	4.25
6.4	0.62	0.12	4.7
6.4	0.38	0.19	4.5
7.5	0.305	0.38	1.4
6.5	0.5	0.22	4.1
6.6	0.4	0.3	5.3
6.4	0.4	0.25	4.2
8.3	0.49	0.23	6.65
6.3	0.3	0.91	8.2
6.1	0.19	0.37	2.6
6.1	0.19	0.37	2.6
5.6	0.24	0.34	2
5.7	0.25	0.32	12.2
6.6	0.21	0.39	2.3
6.3	0.3	0.91	8.2
6.2	0.28	0.41	5
5.8	0.29	0.38	10.7
5.8	0.345	0.15	10.8
6.5	0.51	0.25	1.7
6	0.24	0.41	1.3
6.5	0.51	0.25	1.7
6.9	0.54	0.26	12.7
6	0.24	0.41	1.3
6.6	0.26	0.36	1.2
5.7	0.24	0.3	1.3
6.5	0.21	0.35	5.7
6.8	0.29	0.22	3.4
5	0.24	0.34	1.1
5.9	0.18	0.28	1
5.8	0.26	0.29	1
6.7	0.61	0.21	1.65
5.7	0.695	0.06	6.8
5.6	0.695	0.06	6.8
5.7	0.39	0.25	4.9
6.1	0.38	0.47	1.4
6.3	0.36	0.28	2.5
6	0.29	0.41	10.8
6	0.29	0.41	10.8
6	0.29	0.41	10.8
6	0.29	0.41	10.8
7.1	0.43	0.25	2.8
6.6	0.25	0.25	1.3
6.6	0.33	0.41	2
8	0.23	0.41	1.1
7.3	0.17	0.36	8.2
6	0.17	0.33	6
6.1	0.16	0.34	6.1
7.3	0.17	0.36	8.2
6.4	0.31	0.53	8.8
6.1	0.16	0.34	6.1
6	0.17	0.33	6
5.9	0.44	0.33	1.2
6.6	0.285	0.49	11.4
4.9	0.335	0.14	1.3
4.9	0.335	0.14	1.3
6	0.28	0.52	6.2
5.8	0.35	0.29	3.2
5.7	0.21	0.37	4.5
6.5	0.25	0.32	9.9
6	0.28	0.52	6.2
6.6	0.285	0.49	11.4
4.7	0.335	0.14	1.3
6.8	0.63	0.04	1.3
5.6	0.27	0.37	0.9
6.8	0.32	0.33	0.7
6.5	0.33	0.32	1
6	0.24	0.34	1
7.2	0.26	0.32	10.4
6.8	0.63	0.04	1.3
6.7	0.16	0.32	12.5
6.7	0.16	0.32	12.5
6.7	0.16	0.32	12.5
6.7	0.16	0.32	12.5
6.9	0.19	0.31	19.25
6	0.36	0.32	1.1
6.7	0.16	0.32	12.5
6.9	0.19	0.31	19.25
6.7	0.35	0.32	9
6.1	0.15	0.4	1.2
6.7	0.35	0.32	9
7	0.27	0.74	1.3
6.8	0.3	0.33	12.8
6.8	0.3	0.33	12.8
6.4	0.69	0.09	7.6
6.4	0.69	0.09	7.6
5.9	0.12	0.28	1.4
6.3	0.36	0.5	8.3
5.7	0.27	0.16	9
6.1	0.22	0.4	1.85
5.6	0.205	0.16	12.55
7.2	0.33	0.28	1.4
5.9	0.21	0.31	1.8
5.4	0.33	0.31	4
5.4	0.205	0.16	12.55
5.7	0.27	0.16	9
6.4	0.28	0.28	3
6.1	0.22	0.4	1.85
6.7	0.15	0.32	7.9
5.5	0.315	0.38	2.6
4.8	0.225	0.38	1.2
5.2	0.24	0.15	7.1
6.7	0.15	0.32	7.9
6.6	0.27	0.32	1.3
6.1	0.32	0.33	10.7
6	0.25	0.28	7.7
6.4	0.42	0.46	8.4
6.1	0.32	0.33	10.7
6.9	0.31	0.33	12.7
6.3	0.48	0.48	1.8
6	0.25	0.28	7.7
7.2	0.21	0.31	10.5
6.8	0.32	0.43	1.6
7.9	0.3	0.6	1.85
5.3	0.31	0.38	10.5
5.3	0.31	0.38	10.5
5.2	0.185	0.22	1
5.5	0.16	0.31	1.2
6	0.17	0.36	1.7
6	0.16	0.36	1.6
6.1	0.24	0.32	9
5.5	0.3	0.25	1.9
5.5	0.16	0.31	1.2
6	0.32	0.46	1.5
6.1	0.27	0.31	3.9
6	0.27	0.32	3.6
6	0.14	0.37	1.2
5	0.24	0.19	5
6.1	0.26	0.25	2.9
6.3	0.23	0.5	10.4
5.6	0.26	0.5	11.4
6.1	0.34	0.24	18.35
6.2	0.35	0.25	18.4
6	0.14	0.37	1.2
7.3	0.36	0.62	7.1
5.1	0.25	0.36	1.3
5.5	0.16	0.26	1.5
6.4	0.19	0.35	10.2
6.6	0.29	0.73	2.2
6	0.38	0.26	3.5
6	0.38	0.26	3.5
6.5	0.2	0.35	3.9
6.6	0.17	0.26	7.4
6.6	0.17	0.26	7.4
6.2	0.15	0.27	11
5.9	0.48	0.3	1.5
5.3	0.4	0.25	3.9
5.9	0.26	0.29	5.4
5.2	0.3	0.34	1.5
6.4	0.32	0.25	5
6.6	0.19	0.25	1.2
6.8	0.27	0.3	13
6.8	0.27	0.3	13
6.8	0.27	0.3	13
6.8	0.27	0.3	13
6.4	0.28	0.45	8.6
5.2	0.21	0.31	1.7
7.1	0.24	0.34	1.2
5	0.27	0.4	1.2
5.8	0.27	0.4	1.2
5.9	0.27	0.32	2
5.8	0.315	0.19	19.4
6	0.59	0	0.8
5.8	0.3	0.09	6.3
5.6	0.3	0.1	6.4
6.7	0.3	0.5	12.1
6.7	0.3	0.5	12.1
6.4	0.31	0.31	12.9
6.9	0.25	0.29	2.4
4.4	0.32	0.39	4.3
3.9	0.225	0.4	4.2
6.4	0.31	0.31	12.9
5.5	0.62	0.33	1.7
6.2	0.3	0.42	2.2
6.7	0.3	0.5	12.1
4.7	0.785	0	3.4
6	0.31	0.32	7.4
6	0.32	0.3	7.3
6.4	0.105	0.29	1.1
6.4	0.105	0.29	1.1
5.7	0.33	0.32	1.4
5.9	0.32	0.19	14.5
6.2	0.26	0.2	8
6	0.2	0.33	1.1
6.4	0.105	0.29	1.1
5.8	0.28	0.34	2.2
6.4	0.31	0.5	5.8
6	0.35	0.46	0.9
5.1	0.26	0.34	6.4
6.6	0.28	0.09	10.9
6	0.17	0.3	7.3
7.3	0.35	0.67	8.3
6	0.26	0.24	1.3
5.4	0.375	0.4	3.3
7	0.17	0.42	1
5.1	0.26	0.33	1.1
5.8	0.36	0.5	1
5.7	0.4	0.35	5.1
6.2	0.76	0.01	3.2
6.1	0.41	0.2	12.6
5.8	0.385	0.25	3.7
6	0.27	0.4	1.7
5.7	0.4	0.35	5.1
5.8	0.36	0.5	1
7	0.24	0.47	1.3
6.8	0.23	0.48	1.5
6.5	0.28	0.34	4.6
6.4	0.23	0.35	10.3
6	0.34	0.29	6.1
6	0.34	0.29	6.1
6.7	0.22	0.33	1.2
6.4	0.23	0.35	10.3
6	0.32	0.33	9.9
5.8	0.29	0.27	1.6
5.8	0.38	0.26	1.1
5.9	0.32	0.26	1.5
5.6	0.33	0.28	1.2
5.9	0.37	0.3	1.5
5.6	0.295	0.26	1.1
6.7	0.5	0.36	11.5
6.5	0.28	0.38	7.8
5.3	0.275	0.24	7.4
5.2	0.405	0.15	1.45
6.8	0.34	0.36	8.9
5.7	0.22	0.25	1.1
6.2	0.28	0.57	1
5.6	0.34	0.25	2.5
4.8	0.29	0.23	1.1
6.6	0.38	0.29	2.4
5.1	0.3	0.3	2.3
4.4	0.54	0.09	5.1
7	0.36	0.35	2.5
6.4	0.33	0.44	8.9
7	0.36	0.35	2.5
6.4	0.33	0.44	8.9
6.2	0.23	0.38	1.6
5.2	0.25	0.23	1.4
6.2	0.35	0.29	3.9
7.1	0.23	0.39	13.7
7.1	0.23	0.39	13.7
7.5	0.38	0.33	9.2
6.4	0.35	0.51	7.8
6	0.43	0.34	7.6
6	0.52	0.33	7.7
5.5	0.31	0.29	3
5.9	0.22	0.3	1.3
6.2	0.36	0.32	4
6	0.41	0.23	1.1
6.2	0.355	0.35	2
5.7	0.41	0.21	1.9
5.3	0.6	0.34	1.4
5.8	0.23	0.31	4.5
6.6	0.24	0.33	10.1
6.1	0.32	0.28	6.6
5	0.2	0.4	1.9
6	0.42	0.41	12.4
5.7	0.21	0.32	1.6
5.6	0.2	0.36	2.5
7.4	0.22	0.26	1.2
6.2	0.38	0.42	2.5
5.9	0.54	0	0.8
6.2	0.53	0.02	0.9
6.6	0.34	0.4	8.1
6.6	0.34	0.4	8.1
5	0.235	0.27	11.75
5.5	0.32	0.13	1.3
4.9	0.47	0.17	1.9
6.5	0.33	0.38	8.3
6.6	0.34	0.4	8.1
6.2	0.21	0.28	5.7
6.2	0.41	0.22	1.9
6.8	0.22	0.36	1.2
4.9	0.235	0.27	11.75
6.1	0.34	0.29	2.2
5.7	0.21	0.32	0.9
6.5	0.23	0.38	1.3
6.2	0.21	0.29	1.6
6.6	0.32	0.36	8
6.5	0.24	0.19	1.2
5.5	0.29	0.3	1.1
6	0.21	0.38	0.8
